Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Ungraded Males Total""""","Primary Ungraded Females Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Males Total""""","Year 7 Females Total""""","Year 7 Total""""","Year 8 Males Total""""","Year 8 Females Total""""","Year 8 Total""""","Year 9 Males Total""""","Year 9 Females Total""""","Year 9 Total""""","Year 10 Males Total""""","Year 10 Females Total""""","Year 10 Total""""","Year 11 Males Total""""","Year 11 Females Total""""","Year 11 Total""""","Year 12 Males""""","Year 12 Females""""","Year 12 Total""""","Secondary Ungraded Males Total""""","Secondary Ungraded Females Total""""","Secondary Ungraded Total""""","Secondary Total""""",Grand Total
Government,1,4973,Bayswater South Primary School,Primary,O,39,25,64,28,19,47,19,21,40,28,18,46,22,19,41,29,11,40,15,10,25,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
Government,1,4974,Seaford North Primary School,Primary,O,39,35,74,31,31,62,30,32,62,29,21,50,31,23,54,22,20,42,20,23,43,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387
Government,1,4975,Morwell Park Primary School,Primary,O,22,26,48,32,22,54,28,32,60,31,22,53,30,26,56,25,27,52,33,26.8,59.8,0,0,0,382.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.8
Government,1,4976,Lalor East Primary School,Primary,O,24,13,37,27,24,51,19,12,31,35,22,57,19.6,22,41.6,28,33,61,22,29,51,0,0,0,329.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.6
Government,1,4979,Jackson School,Special,O,0,1,1,4.4,3,7.4,11,4,15,8,1,9,5,4,9,8,8,16,12,3.4,15.4,0,0,0,72.8,14,9,23,29,9,38,19,5,24,17,14,31,27,10,37,25,14,39,0,0,0,192,264.8
Government,1,4980,Carlton Primary School,Primary,O,17,6,23,16,10,26,9,8.4,17.4,7,9,16,9,6,15,6,4,10,4,3.4,7.4,0,0,0,114.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.8
Government,1,4983,Oberon South Primary School,Primary,O,3,5,8,2,2,4,5,0,5,3,3,6,4,2,6,3,3,6,9,1,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Government,1,4985,Templestowe Valley Primary School,Primary,O,52,34,86,35.2,36,71.2,28.6,27.2,55.8,42.4,28,70.4,24,25,49,33,34,67,45,31,76,0,0,0,475.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.4
Government,1,4986,Highvale Primary School,Primary,O,20,18,38,25,21,46,20,26,46,22,22,44,20,12,32,23,21,44,13,22,35,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
Government,1,4988,Watsonia North Primary School,Primary,O,45,50,95,46,37,83,32,41,73,33,29,62,33.2,48,81.2,42,30,72,39.2,46,85.2,0,0,0,551.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.4
Government,1,4989,Wooranna Park Primary School,Primary,O,23,22,45,15,18,33,27,22,49,36,29,65,24.4,18,42.4,26,20,46,21,10,31,0,0,0,311.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.4
Government,1,4990,Knox Park Primary School,Primary,O,16,15,31,17,17,34,21,30,51,35,16,51,20,14,34,24,20,44,23,17,40,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
Government,1,4991,Birralee Primary School,Primary,O,45,35,80,41.8,50,91.8,47,30,77,31.2,13,44.2,21.2,17,38.2,21,23,44,11,20,31,0,0,0,406.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.2
Government,1,4994,Echuca South Primary School,Primary,O,8,8,16,11,9,20,7,10,17,5,9,14,10,12,22,8,13,21,19,13,32,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
Government,1,4995,Ararat North Primary School,Primary,O,0,1,1,3,0,3,4,4,8,1,3,4,2,7,9,1,8,9,6,2,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Government,1,4996,Derinya Primary School,Primary,O,63,59,122,45,64,109,50,55,105,53,61,114,66,65,131,45,47,92,64,54,118,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791
Government,1,4999,Thomastown West Primary School,Primary,O,27,20,47,27,13,40,24,19,43,20,18,38,31,28,59,21,33,54,29,31,60,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341
Government,1,5000,Rowville Primary School,Primary,O,40,26,66,34,33,67,33,32,65,33,22,55,29,54,83,35,36,71,29,46,75,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482
Government,1,5002,Mossfiel Primary School,Primary,O,29,25,54,40,33,73,32,36,68,28,25,53,34,30,64,36,28,64,38,39,77,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453
Government,1,5004,Templestowe Heights Primary School,Primary,O,22,24,46,23,28,51,26,24,50,23,26,49,29,34.8,63.8,13.8,19,32.8,27,12,39,0,0,0,331.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.6
Government,1,5005,Ballam Park Primary School,Primary,O,23,21,44,29,21,50,30,22,52,26,26,52,36,24,60,28,16,44,24,24,48,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
Government,1,5006,Sunbury West Primary School,Primary,O,20,22,42,13,18,31,22,22,44,9,17,26,23,14,37,20,10,30,21,25,46,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
Government,1,5007,Gladstone Park Primary School,Primary,O,26,35,61,26,25,51,30,23.6,53.6,36,30,66,42,34,76,35,33,68,48,36,84,0,0,0,459.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.6
Government,1,5009,Manchester Primary School,Primary,O,32,18,50,24,25,49,27,18,45,34,24,58,24,20,44,23,25,48,18,17,35,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
Government,1,5010,Glendal Primary School,Primary,O,52,38,90,46,49,95,60,45,105,79,81,160,88,89,177,67,62,129,63,49,112,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868
Government,1,5011,Bimbadeen Heights Primary School,Primary,O,30,31,61,15,40,55,32,44,76,31,36,67,42,42,84,39,51,90,42,38,80,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
Government,1,5012,Wattle View Primary School,Primary,O,31,21,52,24,20,44,22,15,37,14,17,31,17,12,29,22,20,42,16,13,29,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
Government,1,5013,Sherbourne Primary School,Primary,O,14,11,25,8,14,22,12,19,31,17,12,29,12,13,25,11,15,26,13,13,26,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
Government,1,5019,Donburn Primary School,Primary,O,32,18,50,19,26,45,32,29,61,37,21,58,47,27,74,27,24,51,38,44,82,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
Government,1,5020,Guthrie Street Primary School Shepparton,Primary,O,48,28,76,38,36,74,46,32,78,41,34,75,41,42,83,41,44,85,31,26,57,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
Government,1,5021,Araluen Primary School,Primary,O,4,9,13,5,7,12,6,6,12,7,8,15,8,12,20,10,11,21,9,10,19,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
Government,1,5025,Vermont South Special School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.4,56.2,174.6,174.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.6
Government,1,5027,Concord School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.4,42.4,146.8,146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.2,83,268.2,268.2,415
Government,1,5032,Deer Park West Primary School,Primary,O,35,37.2,72.2,36,40,76,36,34,70,33,23.2,56.2,34,25,59,33.2,22,55.2,27,34,61,0,0,0,449.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.6
Government,1,5034,Campbellfield Heights Primary School,Primary,O,15,17,32,12,14,26,14,16,30,17,8,25,16,22,38,15,17,32,15,10,25,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
Government,1,5035,Lalor North Primary School,Primary,O,21,18,39,27,25,52,21,21,42,24.4,26,50.4,24,28,52,25,24,49,21,30,51,0,0,0,335.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.4
Government,1,5036,Melton West Primary School,Primary,O,42,43,85,50,40,90,35,37,72,36,47,83,43,50,93,38,55,93,38,48,86,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602
Government,1,5037,Diamond Creek East Primary School,Primary,O,38,22,60,37,22,59,41,27,68,30,28,58,29,40,69,28,28,56,29,39.4,68.4,0,0,0,438.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.4
Government,1,5038,Brandon Park Primary School,Primary,O,50,40,90,43,39,82,36,19.2,55.2,19,23,42,22,21,43,18,23,41,15,18,33,0,0,0,386.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.2
Government,1,5039,Bayswater West Primary School,Primary,O,18.4,21,39.4,21,14,35,26,13,39,7,13,20,19,15,34,16,22,38,9,11,20,0,0,0,225.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.4
Government,1,5040,Mornington Park Primary School,Primary,O,24,21,45,22,18,40,16,22,38,13,18,31,14,13,27,19,14,33,11,19,30,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
Government,1,5042,Wodonga South Primary School,Primary,O,37,36,73,31.6,46,77.6,25,35,60,33,54,87,38.6,47,85.6,53,45,98,28,26,54,0,0,0,535.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.2
Government,1,5043,Aldercourt Primary School,Primary,O,19,14,33,13,15,28,10,10,20,13,17,30,13,16,29,12,10,22,13,10,23,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
Government,1,5044,Richmond West Primary School,Primary,O,25.4,26.3,51.7,21,15,36,20,17,37,26,17,43,16,21,37,15,9,24,10,22,32,0,0,0,260.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.7
Government,1,5045,Marlborough Primary School,Primary,O,12,14,26,20,10,30,23,12,35,20,20,40,17,9,26,10,18,28,14,11,25,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
Government,1,5047,Stevensville Primary School,Primary,O,16,7,23,11,9,20,21,16,37,14,8,22,12,17,29,19,7,26,19,13,32,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
Government,1,5048,Birmingham Primary School,Primary,O,65,42,107,52,49,101,49,53,102,49,32,81,56,50,106,49,41,90,36,49,85,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672
Government,1,5049,Woodville Primary School,Primary,O,39,36,75,33,18,51,28,22,50,31,29,60,17,22,39,27,20,47,23,20,43,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
Government,1,5050,Glengala/Sunshine West Primary School,Primary,O,17,16,33,9,11,20,13,9,22,9,22,31,9,9,18,16,12,28,12,10,22,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
Government,1,5053,Karingal Heights Primary School,Primary,O,14.1,6,20.1,9,7,16,7,6,13,4,8,12,8,7,15,3,9,12,6,3,9,0,0,0,97.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.1
Government,1,5055,Wallarano Primary School,Primary,O,47,48,95,69,43,112,51,43,94,65,37,102,33,54,87,59,39,98,52,46,98,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686
Government,1,5057,Lilydale West Primary School,Primary,O,29,17,46,38,31,69,36,31,67,23,24,47,27,25,52,22,33,55,20,32,52,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388
Government,1,5059,Mooroolbark East Primary School,Primary,O,51,41,92,51,34.4,85.4,49.2,48.4,97.6,42,32,74,40,48,88,41,45,86,41.4,38,79.4,0,0,0,602.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.4
Government,1,5064,Ardeer South Primary School,Primary,O,12,12,24,17,10,27,16,13,29,22,15,37,18,11,29,16,16,32,12,23,35,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
Government,1,5066,Gladesville Primary School,Primary,O,11,6,17,9,3,12,9,7,16,11,4,15,11,4,15,10,5,15,9,12,21,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
Government,1,5067,Falls Creek Primary School,Primary,O,4,0,4,1,2,3,3,1,4,1,2,3,1,0,1,1,2,3,3,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Government,1,5068,Debney Meadows Primary School,Primary,O,4,9,13,7,9,16,6,9,15,10,3,13,8,5,13,1,6,7,8,4,12,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
Government,1,5072,Fountain Gate Primary School,Primary,O,31,26,57,33,31,64,23,37,60,40,43,83,43,36,79,28,34,62,34,38,72,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
Government,1,5075,Tinternvale Primary School,Primary,O,28,19,47,34,20,54,27,19,46,22,27,49,19,22,41,17,20,37,23,26,49,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
Government,1,5076,Grovedale West Primary School,Primary,O,39,31,70,26,24,50,25,24,49,25,37,62,21,30,51,21,17,38,22,19,41,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
Government,1,5079,Baringa Special School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,40.6,116.2,116.2,160.2
Government,1,5080,Naranga Special School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,29,103,103,161
Government,1,5082,Kent Park Primary School,Primary,O,20,15,35,25,29,54,27,20,47,28,19,47,35,37,72,26,23,49,46,43,89,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393
Government,1,5084,Deer Park North Primary School,Primary,O,30,24,54,34.2,22,56.2,29,28,57,30,30.2,60.2,25.2,31,56.2,29,19,48,25.2,23,48.2,0,0,0,379.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.8
Government,1,5087,Rosewood Downs Primary School,Primary,O,28,22,50,17,19,36,20,21,41,29,23,52,19,20,39,29,21,50,28,20,48,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
Government,1,5088,Mooroopna Park Primary School,Primary,O,3,10,13,15,5,20,9,8,17,14,12,26,9,7,16,10,12,22,8,7,15,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Government,1,5090,Coburn Primary School,Primary,O,50,45,95,47,48,95,42,48,90,50,59,109,43,56,99,48,43,91,56,42,98,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677
Government,1,5091,Manorvale Primary School,Primary,O,23,20,43,23,28,51,23,17,40,20,28,48,19,14,33,14,19,33,22,15,37,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
Government,1,5093,Gladstone Views Primary School,Primary,O,32,40,72,34,28,62,25,31,56,30,29,59,31,30,61,22,19,41,25,22,47,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398
Government,1,5094,Wheelers Hill Primary School,Primary,O,40,42,82,37,36,73,38,42,80,31,36,67,34,35,69,33,37,70,34,36,70,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
Government,1,5097,Ashwood School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,12.4,50.6,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.9,40,120.9,120.9,171.5
Government,1,5098,Broadmeadows Valley Primary School,Primary,O,25,13,38,17,14,31,12,10,22,27,20,47,31,12,43,17,17,34,15,21,36,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
Government,1,5099,Bulleen Heights School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,18,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.2,26,141.2,141.2,268.2
Government,1,5101,Kingston Heath Primary School,Primary,O,14,31,45,20,30,50,18,21,39,22,15,37,19,16,35,27,22,49,17,18,35,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
Government,1,5104,Andersons Creek Primary School,Primary,O,26,18,44,33,21,54,14,26,40,31,35,66,18,23,41,18,24,42,21,31,52,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
Government,1,5105,Waverley Meadows Primary School,Primary,O,15,6,21,14,9,23,22,18,40,23,12,35,15,17,32,11,18,29,10,7,17,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
Government,1,5106,Kingswood Primary School,Primary,O,32,34,66,50,37,87,51,56,107,38,39,77,48,49,97,46,41,87,38,29,67,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588
Government,1,5109,Ascot Vale Special School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,19,41.6,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8,18,60.8,60.8,102.4
Government,1,5111,Camelot Rise Primary School,Primary,O,24,28,52,35,27,62,36,33,69,29,39,68,43,29,72,35,28,63,27,26,53,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
Government,1,5113,Livingstone Primary School,Primary,O,53.4,61,114.4,60,55,115,56,43,99,61,62,123,60,60,120,47,51,98,49,51,100,0,0,0,769.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.4
Government,1,5117,Churchill North Primary School,Primary,O,11,19,30,9,14,23,8,9,17,23,9,32,17,5,22,9,8,17,15,11,26,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
Government,1,5118,St Albans Meadows Primary School,Primary,O,35,36,71,26,26,52,42,27,69,32,44,76,34,27,61,28,30,58,24,34,58,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
Government,1,5120,Silverton Primary School,Primary,O,50,38,88,36,42,78,42,51,93,39,37,76,32,31,63,23,27,50,36,36,72,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
Government,1,5121,Kalinda Primary School,Primary,O,43,38,81,42,52,94,34,36,70,37,37,74,35.4,28,63.4,36,40,76,34,33,67,0,0,0,525.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.4
Government,1,5123,Whittington Primary School,Primary,O,18,12,30,10,11,21,12,7,19,12,12,24,12,9,21,14,7,21,12,4,16,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Government,1,5127,Coldstream Primary School,Primary,O,5,3,8,3,4,7,11,3,14,6,9,15,8,5,13,6,7,13,13,4,17,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Government,1,5129,Templestowe Park Primary School,Primary,O,37,40,77,24,30,54,28,37,65,29,22,51,37,29,66,39,47,86,36,28,64,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463
Government,1,5130,River Gum Primary School,Primary,O,41,30,71,30,40,70,38,33,71,23,41,64,37,41,78,38,48,86,47,42,89,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529
Government,1,5131,Regency Park Primary School,Primary,O,42,48,90,49,41,90,38,34,72,39,35.2,74.2,32,38,70,31,49,80,33,32,65,0,0,0,541.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.2
Government,1,5132,Dorset Primary School,Primary,O,38,31,69,28,37,65,35.5,48,83.5,37,33.6,70.6,32,30,62,50.5,33,83.5,26,25,51,0,0,0,484.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.6
Government,1,5133,Eastbourne Primary School,Primary,O,39,31,70,24,25,49,27,22,49,23,28,51,32,41,73,24,27,51,30,28,58,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401
Government,1,5134,Thomastown Meadows Primary School,Primary,O,17,29,46,24,16,40,19,24,43,29,22,51,20,30,50,20,30,50,26,21,47,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327
Government,1,5135,Kingsley Park Primary School,Primary,O,28,23,51,34,22,56,25,34,59,28,29,57,37,31,68,33,29,62,32,24,56,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
Government,1,5136,James Cook Primary School,Primary,O,27,21,48,21.6,16,37.6,11,18,29,15,16,31,11,26,37,22,20,42,16,18,34,0,0,0,258.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.6
Government,1,5139,Movelle Primary School,Primary,O,11,18,29,9,13,22,14,13,27,19,9,28,12,10,22,15,8,23,8,20,28,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
Government,1,5140,Mount Eliza North Primary School,Primary,O,45,40,85,49,45,94,50,49,99,54,47,101,46,40,86,44,56,100,37,29,66,0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631
Government,1,5141,Melrose Primary School,Primary,O,24,30,54,14,30,44,27,18,45,26,24,50,25,26,51,23,27,50,20,25,45,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
Government,1,5142,Yarrabah School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,22.6,108.8,108.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,21,58.8,58.8,167.6
Government,1,5143,Frankston Special Developmental School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6,16.2,60.8,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,66,66,126.8
Government,1,5144,Waratah Special Developmental School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,33,33,76
Government,1,5145,Port Phillip Specialist School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,13,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,55,55,117
Government,1,5147,Cobram and District Specialist School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,7,22.4,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,6,24.6,24.6,47
Government,1,5151,Monash Special Developmental School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,34,82.6,82.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,9,49.2,49.2,131.8
Government,1,5152,Iramoo Primary School,Primary,O,58,56,114,59,71,130,53,55,108,61,65,126,68,55,123,44,43,87,57,41,98,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786
Government,1,5153,Verney Road School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6,11.8,83.4,83.4,0,0,0,0,0,0,0,0,0,0,0,0,21,10,31,10,4,14,29,22,51,96,179.4
Government,1,5157,Weeden Heights Primary School,Primary,O,14,14,28,8,7,15,8,8,16,14,19,33,13,9,22,15,11,26,16.6,11,27.6,0,0,0,167.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.6
Government,1,5160,Mill Park Primary School,Primary,O,44,38,82,39,34,73,23,37,60,47,30,77,38.4,43,81.4,35,52,87,29,45,74,0,0,0,534.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.4
