Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Ungraded Males Total""""","Primary Ungraded Females Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Males Total""""","Year 7 Females Total""""","Year 7 Total""""","Year 8 Males Total""""","Year 8 Females Total""""","Year 8 Total""""","Year 9 Males Total""""","Year 9 Females Total""""","Year 9 Total""""","Year 10 Males Total""""","Year 10 Females Total""""","Year 10 Total""""","Year 11 Males Total""""","Year 11 Females Total""""","Year 11 Total""""","Year 12 Males""""","Year 12 Females""""","Year 12 Total""""","Secondary Ungraded Males Total""""","Secondary Ungraded Females Total""""","Secondary Ungraded Total""""","Secondary Total""""",Grand Total
Government,1,1112,Mansfield Primary School,Primary,O,22,31,53,37,26,63,22,32,54,28,33,61,30,18,48,24,31,55,19,21,40,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
Government,1,1115,Middle Indigo Primary School,Primary,O,1,4,5,3,3,6,2,2,4,2,3,5,6,0,6,4,0,4,1,1,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Government,1,1117,Briagolong Primary School,Primary,O,4,9,13,6,1,7,8,1,9,9,5,14,10,8,18,13,7,20,12,9,21,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
Government,1,1120,Lindenow Primary School,Primary,O,12,10,22,15,12,27,9,11,20,14,10,24,11,3,14,9,12,21,6,4,10,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
Government,1,1125,Broadford Primary School,Primary,O,21,26,47,26,31,57,31,27,58,13,31,44,26,32,58,38,25,63,26,19,45,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
Government,1,1126,Murchison Primary School,Primary,O,5,8,13,8,5,13,7,5,12,8,10,18,7,11,18,10,4,14,10,8,18,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
Government,1,1134,Panton Hill Primary School,Primary,O,6,6,12,12,7,19,6,9,15,7,13,20,7,12,19,7,7,14,6,11,17,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
Government,1,1135,Glen Park Primary School,Primary,O,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Government,1,1136,Concongella Primary School,Primary,O,3,3,6,1,1,2,3,5,8,1,1,2,2,3,5,1,1,2,2,2,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1141,Bruthen Primary School,Primary,O,4,5,9,2,3,5,3,1,4,4,2,6,4,6,10,3,2,5,3,2,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Government,1,1142,Swan Hill Primary School,Primary,O,39,33,72,28,31,59,29,34,63,42,33,75,30,45,75,52,42,94,26,42,68,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
Government,1,1144,Porepunkah Primary School,Primary,O,6,4,10,11,6,17,4,12.8,16.8,6,4.5,10.5,13,12,25,12,6,18,3,8,11,0,0,0,108.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.3
Government,1,1146,Leopold Primary School,Primary,O,60,56,116,52,63,115,60,40,100,59,45,104,54,53,107,80,61,141,48,52,100,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783
Government,1,1147,Inverleigh Primary School,Primary,O,16,17,33,13,20,33,16,10,26,16,12,28,8,16,24,21,8,29,14,12,26,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
Government,1,1148,Glen Iris Primary School,Primary,O,21,31,52,35,26,61,41,30,71,23,25,48,34,33,67,34,23,57,28,38,66,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422
Government,1,1150,Trawalla Primary School,Primary,O,0,1,1,1,0,1,1,0,1,0,1,1,1,2,3,0,1,1,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Government,1,1165,Quarry Hill Primary School,Primary,O,25,26,51,27,25,52,25,24,49,34,23,57,28,33,61,29,39,68,13,15,28,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366
Government,1,1167,Sebastopol Primary School,Primary,O,4,2,6,6,6,12,9,4,13,7,7,14,10,6,16,5,10,15,8,3,11,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Government,1,1176,Woodside Primary School,Primary,O,2,2,4,1,1,2,2,2,4,2,5,7,2,2,4,4,5,9,6,4,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Government,1,1178,Noorat Primary School,Primary,O,1,3,4,2,1,3,1,2,3,0,1,1,3,1,4,1,3,4,1,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Government,1,1181,Albert Park Primary School,Primary,O,43,51,94,54,42,96,46,36,82,40,53,93,42,35,77,38,31,69,23,40,63,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574
Government,1,1183,Williamstown Primary School,Primary,O,30,35,65,46,35,81,31,30,61,50,38,88,42,36,78,45,45,90,37,30,67,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530
Government,1,1184,Boneo Primary School,Primary,O,31,28,59,29,16,45,19,26,45,26,21,47,28.6,25,53.6,30,24,54,33,34,67,0,0,0,370.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.6
Government,1,1190,Queenscliff Primary School,Primary,O,3,4,7,1,4,5,1,3,4,4,6,10,2,1,3,2,2,4,1,1,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Government,1,1194,Portland North Primary School,Primary,O,13,15,28,20,13,33,13,17,30,18,20,38,24,20,44,19,25,44,14,21,35,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
Government,1,1207,Timor Primary School,Primary,O,1,2,3,3,3,6,1,2,3,4,1,5,4,3,7,1,1,2,3,4,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Government,1,1208,Apsley Primary School,Primary,O,4,0,4,3,4,7,0,0,0,1,2,3,1,0,1,1,1,2,3,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Government,1,1211,Strathfieldsaye Primary School,Primary,O,40,36,76,36,24,60,44,28,72,32,43,75,45,38,83,32,34,66,39,39,78,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
Government,1,1222,Skye Primary School,Primary,O,26,26,52,27,33,60,49,33,82,37.8,46,83.8,39,41,80,39,33,72,35,38,73,0,0,0,502.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.8
Government,1,1225,Tooborac Primary School,Primary,O,4,1,5,2,3,5,0,5,5,0,0,0,4,0,4,0,0,0,2,4,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Government,1,1231,Lucknow Primary School,Primary,O,31,51,82,26,24,50,42,48,90,31,38,69,39,49,88,38,34,72,39,33,72,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
Government,1,1244,Upper Plenty Primary School,Primary,O,11,10,21,15,17,32,15,8,23,9,14,23,19,15,34,16,17,33,13,8,21,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
Government,1,1252,Carlton North Primary School,Primary,O,22,25,47,30,16,46,24,13,37,17,31,48,20,21,41,16,25,41,21,9,30,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
Government,1,1254,Maldon Primary School,Primary,O,6,5,11,6,4,10,11,6,17,8.8,5,13.8,9,4,13,8,5,13,12,6,18,0,0,0,95.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8
Government,1,1259,Woori Yallock Primary School,Primary,O,22,20,42,26,25,51,19,15,34,20,19,39,15,19,34,18,18,36,24,8,32,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
Government,1,1263,Moyston Primary School,Primary,O,2,2,4,3,2,5,2,1,3,2,4,6,4,1,5,2,1.5,3.5,3,1,4,0,0,0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5
Government,1,1270,Buninyong Primary School,Primary,O,43,38,81,44,53,97,46,47,93,56,54,110,50,46,96,52,59,111,41,42,83,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671
Government,1,1273,Marysville Primary School,Primary,O,5,2,7,2,1,3,7,4,11,4,5,9,4,4,8,5,5,10,1,2,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Government,1,1275,Langley Primary School,Primary,O,4,5,9,6,1,7,3,5,8,2,4,6,4,4,8,1,2,3,4,2,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Government,1,1277,Wandong Primary School,Primary,O,25,46,71,45,28,73,32,39,71,29,28,57,16,24,40,28,17,45,26,16,42,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
Government,1,1282,Cowes Primary School,Primary,O,43,36,79,44,37,81,42,44,86,42,29.8,71.8,64,43,107,42,38,80,31,44,75,0,0,0,579.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.8
Government,1,1288,Bullarto Primary School,Primary,O,1,0,1,1,0,1,1,1,2,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Government,1,1293,Lismore Primary School,Primary,O,2,4,6,7,2,9,2,1,3,4,1,5,0,2,2,1,2,3,4,1,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Government,1,1295,Lower Plenty Primary School,Primary,O,17,12,29,13,8,21,13,12,25,13,15,28,18,13,31,9,9,18,6,4,10,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
Government,1,1316,Specimen Hill Primary School,Primary,O,20,20,40,23,27,50,20,19,39,27,24,51,19,24,43,21,20,41,14,20,34,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
Government,1,1324,Bolwarra Primary School,Primary,O,7,10,17,6,8,14,8,6,14,9,4,13,4,7,11,11,5,16,3,5,8,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
Government,1,1330,Navarre Primary School,Primary,O,0,0,0,0,0,0,2,0,2,2,1,3,1,0,1,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Government,1,1334,Warracknabeal Primary School,Primary,O,13,11,24,9,5,14,12,13,25,9,11,20,12,9,21,9,15,24,11,7,18,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
Government,1,1335,Moyhu Primary School,Primary,O,1,1,2,1,1,2,3,1,4,2,4,6,3,4,7,0,2,2,2,1,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,1347,Natte Yallock Primary School,Primary,O,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Government,1,1360,Clifton Hill Primary School,Primary,O,53,60,113,56,50,106,66,70,136,45,51,96,45,52,97,54,46,100,55,49,104,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752
Government,1,1362,Christmas Hills Primary School,Primary,O,0,0,0,1,3,4,4,2,6,0,3,3,3,4,7,0,2,2,1,1,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Government,1,1365,Tallangatta Primary School,Primary,O,4,12,16,5,6,11,14,5,19,9.1,17,26.1,4,4,8,9,8,17,4.1,10,14.1,0,0,0,111.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.2
Government,1,1366,Kialla Central Primary School,Primary,O,5,0,5,5,8,13,4,0,4,5,6,11,6,2,8,5,3,8,1,6,7,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Government,1,1368,Mount Eliza Primary School,Primary,O,39,32,71,42,35,77,46,45,91,58,62,120,50,40,90,53,43,96,50,46,96,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641
Government,1,1369,San Remo Primary School,Primary,O,13,14,27,9,7,16,8,9,17,13,11,24,9,7,16,9,12,21,7,15,22,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Government,1,1372,Dimboola Primary School,Primary,O,8,7,15,6,5,11,7,9,16,5,8,13,6,13,19,4,10,14,12,8,20,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
Government,1,1373,Whorouly Primary School,Primary,O,1,2,3,6,0,6,2,4,6,2,1,3,3,2,5,1,3,4,1,2,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Government,1,1379,Merrijig Primary School,Primary,O,2,1,3,2,5,7,1,0,1,5,1,6,2,2,4,2,3,5,4,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Government,1,1386,Lethbridge Primary School,Primary,O,9,7,16,15,10,25,10,15,25,7,10,17,5,11,16,8,8,16,9,9,18,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
Government,1,1399,Oxley Primary School,Primary,O,8,13,21,5,3,8,7,6,13,6,5,11,9,5,14,4,5,9,7,8,15,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Government,1,1401,Northcote Primary School,Primary,O,26,26,52,31,33,64,23,37,60,30,22,52,19,20,39,30,33,63,30,16,46,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
Government,1,1402,North Melbourne Primary School,Primary,O,55,61,116,70,62,132,56,49,105,54,43,97,49,48,97,45.6,56,101.6,67,48,115,0,0,0,763.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.6
Government,1,1403,Dandenong Primary School,Primary,O,36,20,56,23,18,41,25,31,56,24,27,51,33,31,64,27,32,59,22,25,47,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
Government,1,1408,Malmsbury Primary School,Primary,O,5,6,11,3,9,12,6,4,10,4,10,14,5,1,6,1,7,8,5,2,7,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Government,1,1409,Williamstown North Primary School,Primary,O,44,53,97,66,63,129,71,52,123,62,43,105,65,46,111,60,49,109,50,40,90,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764
Government,1,1410,Kerang Primary School,Primary,O,7,8,15,5,3,8,4.4,5,9.4,3,3,6,2,5,7,3,5,8,1,2,3,0,0,0,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4
Government,1,1417,Drouin West Primary School,Primary,O,15,20,35,17,12,29,17,15,32,16,14,30,22,10,32,19,12,31,8,11,19,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
Government,1,1420,Meredith Primary School,Primary,O,11,4,15,7,5,12,5,6,11,6,6,12,9,6,15,6,8,14,2,8,10,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
Government,1,1422,Edi Upper Primary School,Primary,O,1,0,1,1,4,5,0,3,3,4,1,5,1,2,3,2,4,6,3,2,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Government,1,1428,Eaglehawk North Primary School,Primary,O,31,32,63,32,26,58,31,20,51,27,36,63,27,30,57,34,24,58,26,23,49,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
Government,1,1432,Mooroopna Primary School,Primary,O,13,18,31,15,21,36,11,18,29,19,16,35,7,18,25,18,16,34,17,16,33,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
Government,1,1434,Cairnlea Park Primary School,Primary,O,59,58,117,70,63,133,66,66,132,62,56,118,62,69,131,83,53,136,63,49,112,0,0,0,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879
Government,1,1435,Ballan Primary School,Primary,O,15,13,28,16,11,27,21,12,33,11,11,22,12,18,30,11,7,18,10,13,23,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
Government,1,1436,Mount Pleasant Primary School,Primary,O,14,5,19,14,7,21,9,12,21,14,15,29,11,8,19,17,10,27,10,6,16,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Government,1,1441,Tatura Primary School,Primary,O,19,15,34,14.4,10,24.4,16,17,33,30,9,39,15,8,23,11,19,30,16,16,32,0,0,0,215.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.4
Government,1,1455,Toolamba Primary School,Primary,O,12,14,26,12,8,20,10,14,24,24,6,30,9,9,18,19,13,32,8,4,12,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
Government,1,1458,Harston Primary School,Primary,O,1,1,2,4,0,4,1,3,4,0,4,4,3,2,5,1,5,6,0,1,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
