"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status","Prep Males Total","Prep Females Total","Prep Total","Year 1 Males Total","Year 1 Females Total","Year 1 Total","Year 2 Males Total","Year 2 Females Total","Year 2 Total","Year 3 Males Total","Year 3 Females Total","Year 3 Total","Year 4 Males Total","Year 4 Females Total","Year 4 Total","Year 5 Males Total","Year 5 Females Total","Year 5 Total","Year 6 Males Total","Year 6 Females Total","Year 6 Total","Primary Ungraded Males Total","Primary Ungraded Females Total","Primary Ungraded Total","Primary Total","Year 7 Males Total","Year 7 Females Total","Year 7 Total","Year 8 Males Total","Year 8 Females Total","Year 8 Total","Year 9 Males Total","Year 9 Females Total","Year 9 Total","Year 10 Males Total","Year 10 Females Total","Year 10 Total","Year 11 Males Total","Year 11 Females Total","Year 11 Total","Year 12 Males","Year 12 Females","Year 12 Total","Secondary Ungraded Males Total","Secondary Ungraded Females Total","Secondary Ungraded Total","Secondary Total","Grand Total","Year","CENSUS_TYPE"
"Government",1,8790,"Sunshine College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","80","175","116","70","186","109","70","179","124","95","219","135","89","224","95","54","149","0","0","0","1132","1132",2021,"F"
"Government",1,8791,"Wallan Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","70","129","62","63","125","71","54","125","61","52","113","52.7","43","95.7","39","49","88","0","0","0","675.7","675.7",2021,"F"
"Government",1,8797,"Thornbury High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107.5","84","191.5","100.5","70","170.5","112.9","84.4","197.3","85","91","176","83.9","88.6","172.5","74.9","85.6","160.5","0","0","0","1068.3","1068.3",2021,"F"
"Government",1,8798,"Portland Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","47","92","70","54","124","70","61","131","48","50.8","98.8","56","41.8","97.8","39.6","48.2","87.8","0","0","0","631.4","631.4",2021,"F"
"Government",1,8799,"Copperfield College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","163","149","312","217","176","393","202","186","388","184","179","363","201","177","378","161","167","328","0","0","0","2162","2162",2021,"F"
"Government",1,8800,"Bayside P-12 College","Pri/Sec","O","9","7","16","8","12","20","17","13","30","12","17","29","11","14","25","6","21","27","10","11","21","0","0","0","168","79","76","155","83","78","161","95","74","169","97","64","161","82","54","136","54.9","47","101.9","0","0","0","883.9","1051.9",2021,"F"
"Government",1,8801,"South Oakleigh Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91","82","173","82","58","140","60.2","49","109.2","54","45","99","35.5","47.1","82.6","43.9","32.6","76.5","0","0","0","680.3","680.3",2021,"F"
"Government",1,8802,"Swan Hill College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","61","142","66","82","148","72","61","133","60","67","127","52.8","45.3","98.1","47.7","58","105.7","0","0","0","753.8","753.8",2021,"F"
"Government",1,8803,"Traralgon College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","84","201","113","105","218","111","96","207","89","95","184","80","60.8","140.8","39.2","60.4","99.6","0","0","0","1050.4","1050.4",2021,"F"
"Government",1,8804,"Mornington Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109","118","227","147","132","279","187","115","302","174","148","322","109","121.9","230.9","114.8","100.7","215.5","0","0","0","1576.4","1576.4",2021,"F"
"Government",1,8806,"Essendon Keilor College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","54","112","74","56","130","77","51","128","74","41","115","42","50","92","45","25","70","0","0","0","647","647",2021,"F"
"Government",1,8807,"Brunswick Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","97","197","88","96","184","90","79","169","71.8","81.8","153.6","84.5","69.6","154.1","75.4","68.6","144","0","0","0","1001.7","1001.7",2021,"F"
"Government",1,8808,"Glen Waverley Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185","149","334","208","144","352","178","141","319","159","151","310","163.8","153.9","317.7","179.9","162","341.9","0","0","0","1974.6","1974.6",2021,"F"
"Government",1,8809,"Monterey Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","41","77","35","23","58","26","22","48","26","27","53","23.9","17.9","41.8","14.6","12.5","27.1","0","0","0","304.9","304.9",2021,"F"
"Government",1,8811,"Warrnambool College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105.8","114","219.8","135.2","118","253.2","83","106","189","90.4","103","193.4","114.7","106.7","221.4","83.7","89.4","173.1","0","0","0","1249.9","1249.9",2021,"F"
"Government",1,8812,"Viewbank College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149","119","268","126","122","248","139","129","268","128","105.6","233.6","133.3","94.8","228.1","116.5","100.9","217.4","0","0","0","1463.1","1463.1",2021,"F"
"Government",1,8813,"Noble Park Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","26","57","42","20","62","32","24","56","44","37","81","47","61","108","47","41","88","0","0","0","452","452",2021,"F"
"Government",1,8814,"Baimbridge College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","36","73","37","46","83","41","36.6","77.6","46","32","78","27.8","24","51.8","21","24","45","0","0","0","408.4","408.4",2021,"F"
"Government",1,8815,"Yarra Hills Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","42","98","76","72","148","88","60","148","91","66","157","71","68","139","61","54.8","115.8","0","0","0","805.8","805.8",2021,"F"
"Government",1,8816,"Heathmont College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","74","139","71","48","119","84","65","149","57","62","119","73","42","115","34.9","34.8","69.7","0","0","0","710.7","710.7",2021,"F"
"Government",1,8818,"Horsham College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","81","175","89","93","182","89","80","169","86","89","175","111","86","197","63","70.9","133.9","0","0","0","1031.9","1031.9",2021,"F"
"Government",1,8819,"Melbourne Girls College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","230","230","0","235","235","0","229","229","0","237","237","0","250.6","250.6","0","272.3","272.3","0","0","0","1453.9","1453.9",2021,"F"
"Government",1,8820,"Western Heights Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","32","89","43","46","89","50","36","86","40","27.8","67.8","51","29.6","80.6","62.2","23.8","86","0","0","0","498.4","498.4",2021,"F"
"Government",1,8821,"Lowanna College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","73","176","83","84","167","94","78","172","61","95","156","54.4","71.1","125.5","51.1","56.3","107.4","0","0","0","903.9","903.9",2021,"F"
"Government",1,8823,"Templestowe College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","81.9","150.9","128","102.9","230.9","137","77.6","214.6","128.6","110.3","238.9","124.9","94.7","219.6","87.3","95.4","182.7","0","0","0","1237.6","1237.6",2021,"F"
"Government",1,8824,"Castlemaine Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","73","147","83","60","143","80","71.9","151.9","70","52.9","122.9","56.9","41.1","98","41.7","38","79.7","0","0","0","742.5","742.5",2021,"F"
"Government",1,8827,"Warragul Regional College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","70","136","70","77","147","66","61.9","127.9","76.9","63","139.9","57.8","51.5","109.3","42","59.6","101.6","0","0","0","761.7","761.7",2021,"F"
"Government",1,8828,"Mount Rowan Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","68","131","54","51","105","41","40","81","33","36","69","24.8","42","66.8","18","21","39","0","0","0","491.8","491.8",2021,"F"
"Government",1,8830,"Charlton College","Pri/Sec","O","10","3","13","2","2","4","6","6","12","2","9","11","7","2","9","3","3","6","2","5","7","0","0","0","62","6","5","11","4","8","12","16","7","23","9","5","14","7","6","13","6.7","6.8","13.5","0","0","0","86.5","148.5",2021,"F"
"Government",1,8831,"Wycheproof P-12 College","Pri/Sec","O","3","4","7","2","4","6","3","1","4","3","2","5","0","3","3","5","2","7","6","7","13","0","0","0","45","9","4","13","4","8","12","3","6.8","9.8","6","5","11","3.6","4.4","8","1.6","1","2.6","0","0","0","56.4","101.4",2021,"F"
"Government",1,8832,"Birchip P-12 School","Pri/Sec","O","5","5","10","6","6","12","4","3","7","4","10","14","2","2","4","6","7","13","12","4","16","0","0","0","76","4","7","11","6","14","20","9","10","19","5","9","14","5.2","7","12.2","5.8","7","12.8","0","0","0","89","165",2021,"F"
"Government",1,8833,"Nhill College","Pri/Sec","O","8","7","15","11","4","15","6","4","10","7","9","16","8","9","17","7","7","14","3","12","15","0","0","0","102","20","11","31","5","12","17","13","9","22","16","12","28","9.5","6.4","15.9","14.8","6.8","21.6","0","0","0","135.5","237.5",2021,"F"
"Government",1,8834,"Sale College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","56","125","78.2","78","156.2","87","85","172","89","70","159","63.9","61.8","125.7","42","47.4","89.4","0","0","0","827.3","827.3",2021,"F"
"Government",1,8835,"McClelland Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","120","213","123","100","223","88","91","179","92","94","186","60.9","60","120.9","68","60.8","128.8","0","0","0","1050.7","1050.7",2021,"F"
"Government",1,8838,"Western English Language School","Language","O","6","12","18","18","18","36","14","12","26","14","13","27","22","12","34","16","14","30","14","9","23","0","0","0","194","15","15","30","16","13","29","21","19","40","66","47","113","0","0","0","0","0","0","0","0","0","212","406",2021,"F"
"Government",1,8839,"Narre Warren South P-12 College","Pri/Sec","O","42","45","87","44","54","98","46","45","91","57","45","102","43","64","107","64","55","119","55","66","121","0","0","0","725","161","141","302","200","168","368","170","159","329","167","165","332","131","124","255","103.8","113","216.8","0","0","0","1802.8","2527.8",2021,"F"
"Government",1,8841,"Lara Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","53","121","71","65","136","54","48","102","71","58","129","49.5","52.1","101.6","35.5","27.9","63.4","0","0","0","653","653",2021,"F"
"Government",1,8842,"Kaniva College","Pri/Sec","O","4","8","12","10","8","18","5","5","10","5","5","10","4","5","9","7","6","13","12","8","20","0","0","0","92","14","10","24","6","5","11","7","6","13","2","3","5","5.8","5","10.8","2","7.8","9.8","0","0","0","73.6","165.6",2021,"F"
"Government",1,8843,"Corryong College","Pri/Sec","O","13","8","21","5","8","13","2","11","13","12","4","16","11","6","17","11","6","17","10","9","19","0","0","0","116","13","14","27","16","12","28","10","21","31","15","13","28","12.8","14.6","27.4","13.8","8.8","22.6","0","0","0","164","280",2021,"F"
"Government",1,8845,"Maryborough Education Centre","Pri/Sec","O","18","18","36","19","17","36","24","20","44","29","26","55","21","19","40","21","24","45","26","32","58","15","8","23","337","57","46","103","53","52","105","56","60","116","66.6","60","126.6","49.3","39.8","89.1","39.8","38.9","78.7","32","15","47","665.4","1002.4",2021,"F"
"Government",1,8846,"The Lakes South Morang College","Pri/Sec","O","24","28","52","22","23","45","31","19","50","37","26","63","36","24","60","38","31","69","36","30","66","0","0","0","405","42","43","85","46","47","93","46","36","82","22","25","47","23","22.7","45.7","0","0","0","0","0","0","352.7","757.7",2021,"F"
"Government",1,8847,"Point Cook Senior Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","122","282","141","110.6","251.6","154","138.9","292.9","0","0","0","826.5","826.5",2021,"F"
"Government",1,8848,"Manor Lakes P-12 College","Pri/Sec","O","129","91","220","97","94","191","109","108","217","85","97","182","83","87","170","96","106","202","87","76","163","0","0","0","1345","152","134","286","138","127","265","121","107","228","134","88","222","90.8","95.8","186.6","87.6","83.9","171.5","0","0","0","1359.1","2704.1",2021,"F"
"Government",1,8849,"Coburg High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","112","236","132","93","225","121","94","215","114","84","198","77.8","82.9","160.7","44","54","98","0","0","0","1132.7","1132.7",2021,"F"
"Government",1,8851,"Wodonga Middle Years College","Pri/Sec","O","0","0","0","0","0","0","0","0","0","1","5","6","1","2","3","1","5","6","5","8","13","0","0","0","28","153","172","325","148.1","168","316.1","189","154.8","343.8","0","0","0","0","0","0","0","0","0","0","0","0","984.9","1012.9",2021,"F"
"Government",1,8853,"Mount Ridley P-12 College","Pri/Sec","O","43","39","82","44","45","89","46","52","98","57","40","97","64","51","115","66","50","116","64","56","120","0","0","0","717","201","149","350","192","127","319","175","158","333","201","171.8","372.8","165","147","312","107","101","208","0","0","0","1894.8","2611.8",2021,"F"
"Government",1,8854,"Tarneit Senior College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","166","150","316","161.8","127","288.8","131","126","257","0","0","0","861.8","861.8",2021,"F"
"Government",1,8855,"Echuca College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","93","161","77.2","66","143.2","86","69","155","85","60","145","64","60","124","43.9","43","86.9","0","0","0","815.1","815.1",2021,"F"
"Government",1,8856,"John Monash Science School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","107","223","113.8","110","223.8","129.3","102.5","231.8","0","0","0","678.6","678.6",2021,"F"
"Government",1,8857,"Altona College","Pri/Sec","O","23","20","43","16","28","44","9","10","19","14","11","25","13","18","31","15","10","25","17","8","25","0","0","0","212","59","30","89","44","48","92","28","23","51","32","25","57","21.8","16","37.8","15.3","7.6","22.9","0","0","0","349.7","561.7",2021,"F"
"Government",1,8858,"Dandenong High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121","124","245","112","116","228","132","125","257","130","122","252","156","131","287","142","139","281","0","0","0","1550","1550",2021,"F"
"Government",1,8859,"Bass Coast Specialist School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.2","6.4","29.6","29.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","12","39","39","68.6",2021,"F"
"Government",1,8861,"Laverton P-12 College","Pri/Sec","O","24","24","48","15","16","31","27","12","39","25","28","53","27","17","44","21","20","41","27","20","47","0","0","0","303","34","34","68","29","26","55","31","25","56","34","33","67","33","32","65","19.9","27.9","47.8","0","0","0","358.8","661.8",2021,"F"
