"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status","Prep Males Total","Prep Females Total","Prep Total","Year 1 Males Total","Year 1 Females Total","Year 1 Total","Year 2 Males Total","Year 2 Females Total","Year 2 Total","Year 3 Males Total","Year 3 Females Total","Year 3 Total","Year 4 Males Total","Year 4 Females Total","Year 4 Total","Year 5 Males Total","Year 5 Females Total","Year 5 Total","Year 6 Males Total","Year 6 Females Total","Year 6 Total","Primary Ungraded Males Total","Primary Ungraded Females Total","Primary Ungraded Total","Primary Total","Year 7 Males Total","Year 7 Females Total","Year 7 Total","Year 8 Males Total","Year 8 Females Total","Year 8 Total","Year 9 Males Total","Year 9 Females Total","Year 9 Total","Year 10 Males Total","Year 10 Females Total","Year 10 Total","Year 11 Males Total","Year 11 Females Total","Year 11 Total","Year 12 Males","Year 12 Females","Year 12 Total","Secondary Ungraded Males Total","Secondary Ungraded Females Total","Secondary Ungraded Total","Secondary Total","Grand Total","Year","CENSUS_TYPE"
"Catholic",2,1751,"Holy Saviour Parish School","Primary","O","4","5","9","0","5","5","7","8","15","11","5","16","10","1","11","12","9","21","5","11","16","0","0","0","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93",2021,"F"
"Catholic",2,1752,"St Clare's School","Primary","O","21","28","49","20","19","39","23","20","43","35","26","61","21","22","43","20","27","47","20","18","38","0","0","0","320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320",2021,"F"
"Catholic",2,1758,"St Anne's School","Primary","O","34","53","87","49","44","93","50","31","81","51","45","96","40.4","51","91.4","55","43","98","50","43","93","0","0","0","639.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","639.4",2021,"F"
"Catholic",2,1759,"Our Lady of the Pines School","Primary","O","25","29","54","22","11","33","15","17","32","30","14","44","19","25","44","19","27","46","26","23","49","0","0","0","302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","302",2021,"F"
"Catholic",2,1760,"St Jude's School","Primary","O","22","14","36","21","22","43","18","16","34","18","14","32","14","18","32","23","22","45","16","12","28","0","0","0","250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250",2021,"F"
"Catholic",2,1761,"St Paul's Kealba Catholic School","Primary","O","24","21","45","29","19","48","25","23","48","22","24","46","27","22","49","22","26","48","25","23","48","0","0","0","332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","332",2021,"F"
"Catholic",2,1762,"St Elizabeth's School","Primary","O","18","18","36","18","16","34","17","15","32","13","16","29","16","15","31","17","13","30","20","21","41","0","0","0","233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","233",2021,"F"
"Catholic",2,1763,"St Joseph the Worker School","Primary","O","24","16","40","18","13","31","20","18","38","12","17","29","10","14","24","14","10","24","10","10","20","0","0","0","206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","206",2021,"F"
"Catholic",2,1764,"Resurrection School","Primary","O","36","40","76","26","40","66","39","20","59","43","35","78","48","38","86","33","35","68","37","35","72","0","0","0","505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","505",2021,"F"
"Catholic",2,1765,"Catholic Regional College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","43","104","71","62","133","72","50","122","63","42","105","0","0","0","0","0","0","0","0","0","464","464",2021,"F"
"Catholic",2,1766,"St Francis Xavier College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","262","284","546","319","295","614","302","304","606","308","262","570","258","240","498","252","246","498","0","0","0","3332","3332",2021,"F"
"Catholic",2,1778,"Nazareth School","Primary","O","27","27","54","32","29","61","28","25","53","23","18","41","24","23","47","16","26","42","18","29","47","0","0","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345",2021,"F"
"Catholic",2,1779,"St Augustine's Primary School","Primary","O","23","16","39","20","15","35","19","20","39","22","20","42","9","19","28","20","18","38","20","17","37","0","0","0","258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","258",2021,"F"
"Catholic",2,1780,"St Anthony's School","Primary","O","59","55","114","55","54","109","54","66","120","42","71","113","50","50","100","56","54","110","48","49","97","0","0","0","763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","763",2021,"F"
"Catholic",2,1781,"St Thomas the Apostle School","Primary","O","18","18","36","13","20","33","24","15","39","25","35","60","15","25","40","37","28","65","27","29","56","0","0","0","329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","329",2021,"F"
"Catholic",2,1782,"St Luke's School","Primary","O","11","20","31","12","9","21","9","9","18","5","10","15","8","13","21","4","6","10","11","9","20","0","0","0","136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136",2021,"F"
"Catholic",2,1784,"St Peter's School","Primary","O","17","15","32","8","14","22","11","13","24","13","19","32","7","18","25","9","9","18","10","7","17","0","0","0","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170",2021,"F"
"Catholic",2,1800,"Catholic College Wodonga","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111","113","224","100","110","210","121","111","232","96","113","209","97","106","203","74","86","160","0","0","0","1238","1238",2021,"F"
"Catholic",2,1801,"Caroline Chisholm Catholic College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164","116","280","151","103","254","137","118","255","126","98","224","122","79","201","108","123","231","0","0","0","1445","1445",2021,"F"
"Catholic",2,1803,"St Thomas More School","Primary","O","37","26","63","34","30","64","39","22","61","34","33","67","29","24","53","31","32","63","32","25","57","0","0","0","428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","428",2021,"F"
"Catholic",2,1804,"St Mary's School","Primary","O","25","19","44","27","17","44","19","28","47","19","20","39","19","23","42","24","16","40","22","29","51","0","0","0","307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","307",2021,"F"
"Catholic",2,1805,"St Anne's School","Primary","O","16","10","26","22","18","40","15","19","34","26","19","45","13","20","33","23","18","41","26","17","43","0","0","0","262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","262",2021,"F"
"Catholic",2,1806,"St Gabriel's School","Primary","O","37","30","67","31","28","59","35","39","74","34","42","76","32","42","74","44","31","75","33","44","77","0","0","0","502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","502",2021,"F"
"Catholic",2,1807,"Our Lady's School","Primary","O","44","48","92","59","44","103","58","43","101","51","49","100","54","51","105","37","42","79","45","55","100","0","0","0","680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","680",2021,"F"
"Catholic",2,1808,"St Augustine's School","Primary","O","18","23","41","25","15","40","28","18","46","33","15","48","26","17","43","27","26","53","18","24","42","0","0","0","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","313",2021,"F"
"Catholic",2,1809,"St Francis of Assisi School","Primary","O","92","104","196","93","82","175","86.2","85","171.2","76","92","168","97","70","167","79","77","156","81","87","168","0","0","0","1201.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1201.2",2021,"F"
"Catholic",2,1810,"Loyola College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118","106","224","120","130.4","250.4","115","133","248","111","110","221","128","102","230","111","111","222","0","0","0","1395.4","1395.4",2021,"F"
"Catholic",2,1811,"Catholic Regional College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","128","236","87","125","212","90","104","194","95","93","188","83","83","166","65","79","144","0","0","0","1140","1140",2021,"F"
"Catholic",2,1820,"St Paul Apostle South School","Primary","O","30","19","49","23","22","45","25","24","49","28","19","47","10","16","26","9","17","26","5","17","22","0","0","0","264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","264",2021,"F"
"Catholic",2,1821,"St Andrew's School","Primary","O","33","17","50","34","18","52","33","21","54","28","24","52","25","23","48","23","18","41","18","31","49","0","0","0","346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","346",2021,"F"
"Catholic",2,1822,"St Thomas More's School","Primary","O","17","15","32","21","15","36","24","18","42","23","23","46","19","26","45","11","16","27","17","19","36","0","0","0","264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","264",2021,"F"
"Catholic",2,1823,"St Francis' School","Primary","O","9","9","18","7","9","16","8","6","14","4","4","8","7","11","18","6","2","8","8","5","13","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95",2021,"F"
"Catholic",2,1829,"St James the Apostle School","Primary","O","23","32","55","43","33","76","28","31","59","38","36","74","26","33","59","30","29","59","26","44","70","0","0","0","452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","452",2021,"F"
"Catholic",2,1830,"St Simon's School","Primary","O","36","33","69","23","31","54","32","35","67","45","37","82","42","35","77","45","35","80","43","32","75","0","0","0","504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","504",2021,"F"
"Catholic",2,1831,"Queen of Peace Primary School","Primary","O","45","29","74","40","36","76","35","32","67","37","34","71","39","33","72","28","32","60","29","26","55","0","0","0","475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","475",2021,"F"
"Catholic",2,1832,"Don Bosco School","Primary","O","16","13","29","21","24","45","12","19","31","19","12","31","26","19","45","22","17","39","31","22","53","0","0","0","273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","273",2021,"F"
"Catholic",2,1833,"Our Lady Star of the Sea School","Primary","O","42","45","87","37","45","82","36","54","90","42","39","81","39","37","76","40","49","89","34","25","59","0","0","0","564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","564",2021,"F"
"Catholic",2,1834,"Catholic Regional College Institute of Training","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","243","231","474","230","209","439","0","0","0","913","913",2021,"F"
"Catholic",2,1835,"Catholic Regional College North Keilor","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82","86","168","92","76","168","81","79","160","87","80","167","0","0","0","0","0","0","0","0","0","663","663",2021,"F"
"Catholic",2,1857,"St Bernadette's Catholic Primary School","Primary","O","13","17","30","13","11","24","16","14","30","12","17","29","10","8","18","21","14","35","12","18","30","0","0","0","196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","196",2021,"F"
"Catholic",2,1858,"St Catherine's School","Primary","O","19","24","43","20","25","45","18","23","41","24","26","50","27","16.4","43.4","24","20","44","15","18","33","0","0","0","299.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299.4",2021,"F"
"Catholic",2,1859,"St Anthony's School","Primary","O","30","32","62","29","39","68","26","42","68","36","27","63","31","30","61","32","33","65","34","25","59","0","0","0","446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","446",2021,"F"
"Catholic",2,1860,"St Mary's School","Primary","O","13","13","26","22","20","42","21","19","40","17","19","36","21","27","48","21","27","48","18","18","36","0","0","0","276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","276",2021,"F"
"Catholic",2,1861,"St Charles Borromeo School","Primary","O","9","2","11","16","7","23","13","12","25","16","6","22","17.4","14","31.4","21","19","40","19","18","37","0","0","0","189.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","189.4",2021,"F"
"Catholic",2,1877,"St Mary MacKillop Primary School","Primary","O","30","45","75","33","39","72","44.4","53","97.4","36","41","77","36","45","81","37","44","81","34","45","79","0","0","0","562.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","562.4",2021,"F"
"Catholic",2,1878,"St Catherine of Siena School","Primary","O","28","40","68","40","37","77","41","36","77","32","38","70","32","38","70","33","35","68","32","37","69","0","0","0","499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","499",2021,"F"
"Catholic",2,1879,"St Paul's School","Primary","O","5","11","16","11","9","20","2","5","7","7","10","17","4","8","12","7","8","15","7","9","16","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103",2021,"F"
"Catholic",2,1881,"Our Lady of Fatima School","Primary","O","7","18","25","17","14","31","14","16","30","18","14","32","12","15","27","16","13","29","24","19","43","0","0","0","217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","217",2021,"F"
"Catholic",2,1882,"St Justin's School","Primary","O","33","12","45","26","19","45","25","22","47","27","25","52","26","20","46","20","23","43","26","24","50","0","0","0","328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","328",2021,"F"
"Catholic",2,1891,"St Richard's Primary School","Primary","O","13","14","27","9","11","20","12","11","23","8","11","19","7","8","15","15","3","18","10","10","20","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142",2021,"F"
"Catholic",2,1893,"Holy Trinity School","Primary","O","22","20","42","19","20","39","21","22","43","22","26","48","27.3","19","46.3","17","18","35","20","20","40","0","0","0","293.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","293.3",2021,"F"
"Catholic",2,1897,"St Paul Apostle North School","Primary","O","11","11","22","8","13","21","9","14","23","18","6","24","17","15","32","14","19","33","15","15","30","0","0","0","185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185",2021,"F"
"Catholic",2,1898,"Corpus Christi School","Primary","O","38","35","73","35","28","63","39","36","75","34","29","63","22","23","45","29","26","55","26","33","59","0","0","0","433","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","433",2021,"F"
"Catholic",2,1899,"Nazareth College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","68","141","75","61","136","49","41","90","52","52","104","66","49","115","57","38","95","0","0","0","681","681",2021,"F"
"Catholic",2,1901,"St Therese School","Primary","O","14","17","31","24","15","39","20","21","41","15","19","34","27","30","57","21","25","46","36","45","81","0","0","0","329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","329",2021,"F"
"Catholic",2,1903,"Mary MacKillop Catholic Regional College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","66","118","67","65","132","42.6","67","109.6","43","57","100","42","47","89","33","45","78","0","0","0","626.6","626.6",2021,"F"
"Catholic",2,1909,"St Joachim's School","Primary","O","27","23","50","20","28","48","27","27","54","24","19","43","31","20","51","23","20","43","20","26","46","0","0","0","335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","335",2021,"F"
"Catholic",2,1910,"Holy Trinity Primary School","Primary","O","22","32","54","26","32","58","23","26","49","31","23","54","25","33","58","27","26","53","30","23","53","0","0","0","379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","379",2021,"F"
"Catholic",2,1911,"St Carlo Borromeo School","Primary","O","34","47","81","44","38","82","46","39","85","43","39","82","36","46","82","42","34","76","48","33","81","0","0","0","569","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","569",2021,"F"
"Catholic",2,1917,"St Mary MacKillop College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","46","80","36","53","89","34","38","72","34","37","71","29","26","55","28","36","64","0","0","0","431","431",2021,"F"
"Catholic",2,1918,"St Kevin's School","Primary","O","39","38","77","41","36","77","35","45","80","41","38","79","39","44","83","31","33","64","42","37","79","0","0","0","539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","539",2021,"F"
"Catholic",2,1920,"St Peter's College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","196","139","335","164","155","319","148","172","320","146","142","288","128","127","255","106","125","231","0","0","0","1748","1748",2021,"F"
"Catholic",2,1926,"St Therese's School","Primary","O","27","19","46","20","17","37","28","18","46","25","20","45","20","23","43","24","15","39","19","20","39","0","0","0","295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295",2021,"F"
"Catholic",2,1929,"St Ita's School","Primary","O","24","38","62","30","29","59","31","29","60","24","29","53","27","20","47","16","27","43","21","26","47","0","0","0","371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","371",2021,"F"
"Catholic",2,1931,"Lumen Christi School","Primary","O","23","18","41","26","20","46","22","19","41","22","23","45","15","20","35","21","22","43","24","26","50","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301",2021,"F"
"Catholic",2,1940,"St Francis of the Fields School","Primary","O","41","44","85","46","51","97","45","45","90","54","41","95","37","42","79","46","38","84","44","41","85","0","0","0","615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","615",2021,"F"
"Catholic",2,1941,"Galilee Regional Catholic Primary School","Primary","O","25","30","55","29","24","53","30","35","65","26","22","48","30","23","53","12","17","29","19","18","37","0","0","0","340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","340",2021,"F"
"Catholic",2,1943,"St Brendan's School","Primary","O","23","17","40","13","13","26","16","15","31","15","26","41","14","14","28","22","20","42","27","18","45","0","0","0","253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","253",2021,"F"
"Catholic",2,1944,"Mary MacKillop School","Primary","O","32","15","47","18","19","37","19","22","41","22","27","49","19","32","51","20","27","47","32","22","54","0","0","0","326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","326",2021,"F"
"Catholic",2,1945,"Bethany Catholic Primary School","Primary","O","35","35","70","39","39","78","39","49","88","44","46","90","37","40","77","41","42","83","38","54","92","0","0","0","578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","578",2021,"F"
"Catholic",2,1949,"Penola Catholic College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136","94","230","143","122","265","178","119","297","141","116","257","130","95","225","108","84","192","0","0","0","1466","1466",2021,"F"
"Catholic",2,1951,"Good Samaritan Catholic Primary School","Primary","O","35","40","75","41.4","39.4","80.8","45","33","78","41","46","87","55","54","109","50","49","99","54","60","114","0","0","0","642.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","642.8",2021,"F"
"Catholic",2,1955,"Holy Cross Primary School","Primary","O","26","13","39","24","19","43","18","30","48","26","20","46","25","20","45","9","14","23","19","28","47","0","0","0","291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","291",2021,"F"
"Catholic",2,1956,"St Catherine's Primary School","Primary","O","42","47","89","52","45","97","41","48","89","48","49","97","43","53","96","45.6","51","96.6","47","56","103","0","0","0","667.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","667.6",2021,"F"
"Catholic",2,1959,"Emmaus Catholic Primary School","Primary","O","36","38","74","27","30","57","36","29","65","31","33","64","31","26","57","28","45","73","27","34","61","0","0","0","451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","451",2021,"F"
"Catholic",2,1962,"Thomas Carr College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","123","231","104","90","194","95","87","182","84","84","168","87","94","181","86","64","150","0","0","0","1106","1106",2021,"F"
"Catholic",2,1963,"St Thomas Primary School","Primary","O","27","30","57","30","35","65","30","31","61","19","37","56","38","29","67","26","33","59","36","25","61","0","0","0","426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","426",2021,"F"
"Catholic",2,1973,"Clairvaux Catholic School","Primary","O","37","48","85","50","37","87","58","48","106","47","45","92","54","30","84","52","51","103","49","41","90","0","0","0","647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","647",2021,"F"
"Catholic",2,1987,"Christ the Priest Catholic Primary School","Primary","O","40","32","72","38","39","77","34","28","62","37","31","68","30","26","56","35","42","77","39","33","72","0","0","0","484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","484",2021,"F"
"Catholic",2,1991,"Lumen Christi School","Primary","O","49","46","95","67","46","113","46","59","105","50","52","102","53","51","104","58","50","108","66","42","108","0","0","0","735","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","735",2021,"F"
"Catholic",2,1993,"Trinity Catholic Primary School","Primary","O","42","35","77","28.4","46","74.4","33","28","61","37.4","41","78.4","33","33","66","40","40","80","34","36","70","0","0","0","506.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","506.8",2021,"F"
"Catholic",2,1996,"Columba Catholic School","Primary","O","17","14","31","22","16","38","19","18","37","17","10","27","16","9","25","12","14","26","8","10","18","0","0","0","202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202",2021,"F"
"Catholic",2,2001,"Lavalla Catholic College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","133","218","112","108","220","99","100","199","92","118","210","96","83","179","72","82","154","0","0","0","1180","1180",2021,"F"
"Catholic",2,2010,"Antonine College","Pri/Sec","O","34","29","63","30","23","53","25","25","50","23","28","51","24","26","50","37","27","64","39","35","74","0","0","0","405","28","35","63","49","39","88","45","34","79","35","37","72","23","45","68","18","28","46","0","0","0","416","821",2021,"F"
"Catholic",2,2021,"Cana Catholic Primary School","Primary","O","43","38","81","26","27","53","24","18","42","26","26","52","18","18","36","21","33","54","21","26","47","0","0","0","365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","365",2021,"F"
"Catholic",2,2028,"St Luke's Catholic Primary School","Primary","O","23","17","40","18","25","43","22","15","37","20","18","38","23","28","51","17","11","28","13","28","41","0","0","0","278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","278",2021,"F"
"Catholic",2,2029,"St Francis of Assisi Primary School, Wodonga","Primary","O","30","36","66","25","41","66","36","30","66","27","25","52","26","16","42","14","16","30","12","19","31","0","0","0","353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","353",2021,"F"
"Catholic",2,2032,"Marymede Catholic College","Pri/Sec","O","63","62.2","125.2","69","60","129","63","57","120","72","60","132","67","73","140","59","65","124","68","70.4","138.4","0","0","0","908.6","81","122","203","107","112","219","81","92","173","87","90","177","63","87","150","68","70","138","0","0","0","1060","1968.6",2021,"F"
"Catholic",2,2033,"Stella Maris Catholic Primary School","Primary","O","38","70","108","52","56","108","52","58","110","50.2","59","109.2","55","52","107","44","40","84","45","34","79","0","0","0","705.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","705.2",2021,"F"
"Catholic",2,2036,"Trinity Catholic School","Primary","O","18","9","27","15","19","34","12","6","18","17","6","23","14.2","9","23.2","15","15","30","11","19","30","0","0","0","185.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185.2",2021,"F"
"Catholic",2,2037,"DOXA School Bendigo","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","7","11","5","16","11","3","14","5","6","11","2","3","5","0","0","0","53","53",2021,"F"
"Catholic",2,2044,"Catholic Regional College Caroline Springs","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123","114","237","125","131","256","120","128","248","125","98","223","0","0","0","0","0","0","0","0","0","964","964",2021,"F"
"Catholic",2,2048,"Emmaus Catholic Primary School","Primary","O","23","21","44","25","36","61","12","28","40","26","29","55","30","23","53","24","30","54","23","25","48","0","0","0","355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","355",2021,"F"
"Catholic",2,2051,"Kolbe Catholic College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125.4","90","215.4","97","101","198","94","97","191","85","72","157","80","72","152","73","77","150","0","0","0","1063.4","1063.4",2021,"F"
"Catholic",2,2055,"Mother Teresa School","Primary","O","32","35","67","32","34","66","31","37","68","36","33","69","36","32","68","29","40","69","30","29","59","0","0","0","466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","466",2021,"F"
"Catholic",2,2057,"Our Lady of the Southern Cross","Primary","O","35","33","68","36","39","75","38","30","68","28","32","60","28","38","66","22","28","50","36","26","62","0","0","0","449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","449",2021,"F"
"Catholic",2,2059,"St George Preca School","Primary","O","56","46","102","39","49","88","44","48","92","55","37","92","46","58","104","52","39","91","49","49","98","0","0","0","667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","667",2021,"F"
"Catholic",2,2060,"St Joseph's School","Primary","O","37","27","64","32","27","59","38","31","69","32","26","58","24","30","54","17","19","36","17","24","41","0","0","0","381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","381",2021,"F"
"Catholic",2,2063,"Borinya, Wangaratta Community Partnership","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","2","2","4","6","2","8","3","3","6","7","2.9","9.9","1","3","4","0","0","0","35.9","35.9",2021,"F"
"Catholic",2,2067,"St Brigid's School","Primary","O","21","22","43","21","23","44","17","22","39","19","22","41","13","31","44","14","12","26","18","20","38","0","0","0","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","275",2021,"F"
"Catholic",2,2068,"St Francis de Sales Catholic Primary School","Primary","O","32","23","55","30","32","62","28","31","59","34","26","60","24","30","54","26","20","46","22","22","44","0","0","0","380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","380",2021,"F"
